65|47
73|27
73|85
72|79
72|75
72|14
28|83
28|85
28|17
28|44
52|15
52|91
52|69
52|67
52|27
82|47
82|16
82|79
82|54
82|57
82|65
22|14
22|45
22|77
22|92
22|83
22|86
22|95
23|73
23|57
23|79
23|75
23|54
23|26
23|32
23|67
49|98
49|57
49|82
49|69
49|47
49|26
49|29
49|73
49|16
25|86
25|26
25|45
25|75
25|62
25|81
25|47
25|22
25|72
25|16
51|62
51|29
51|77
51|79
51|22
51|72
51|46
51|98
51|47
51|86
51|73
27|46
27|82
27|49
27|12
27|51
27|98
27|67
27|17
27|69
27|72
27|91
27|32
77|97
77|44
77|37
77|76
77|15
77|27
77|92
77|23
77|45
77|63
77|52
77|91
77|81
46|47
46|62
46|14
46|54
46|28
46|63
46|52
46|92
46|75
46|86
46|79
46|81
46|22
46|77
15|91
15|83
15|69
15|49
15|37
15|97
15|32
15|44
15|67
15|27
15|82
15|23
15|55
15|51
15|98
81|27
81|14
81|45
81|91
81|37
81|95
81|83
81|52
81|23
81|76
81|15
81|92
81|56
81|36
81|86
81|44
55|36
55|46
55|29
55|69
55|22
55|62
55|67
55|81
55|98
55|77
55|79
55|65
55|25
55|89
55|73
55|16
55|32
83|82
83|79
83|46
83|12
83|98
83|95
83|56
83|37
83|75
83|89
83|51
83|72
83|91
83|49
83|55
83|23
83|67
83|69
32|46
32|14
32|45
32|25
32|54
32|72
32|26
32|29
32|77
32|22
32|47
32|36
32|75
32|89
32|62
32|73
32|98
32|79
32|81
56|54
56|89
56|25
56|67
56|23
56|73
56|49
56|46
56|72
56|51
56|55
56|98
56|65
56|26
56|97
56|12
56|75
56|57
56|32
56|91
36|56
36|14
36|86
36|83
36|45
36|23
36|95
36|28
36|76
36|82
36|85
36|12
36|49
36|63
36|15
36|92
36|44
36|97
36|37
36|27
36|87
16|47
16|87
16|75
16|36
16|62
16|46
16|79
16|77
16|14
16|86
16|73
16|29
16|98
16|28
16|45
16|85
16|65
16|26
16|54
16|52
16|57
16|22
45|17
45|49
45|15
45|56
45|97
45|83
45|91
45|87
45|44
45|86
45|55
45|76
45|95
45|82
45|23
45|28
45|69
45|85
45|27
45|37
45|67
45|52
45|63
26|62
26|57
26|45
26|28
26|54
26|65
26|29
26|81
26|86
26|92
26|14
26|75
26|15
26|27
26|77
26|87
26|85
26|47
26|73
26|79
26|36
26|52
26|63
26|22
75|15
75|81
75|63
75|36
75|52
75|22
75|45
75|17
75|62
75|77
75|87
75|14
75|79
75|54
75|92
75|28
75|27
75|29
75|73
75|47
75|65
75|57
75|86
75|85
62|52
62|81
62|44
62|77
62|86
62|92
62|37
62|22
62|15
62|85
62|29
62|14
62|47
62|95
62|56
62|63
62|36
62|28
62|17
62|76
62|83
62|27
62|87
62|45
98|75
98|92
98|45
98|26
98|46
98|62
98|57
98|22
98|86
98|73
98|28
98|63
98|52
98|54
98|14
98|47
98|77
98|79
98|81
98|85
98|29
98|65
98|36
98|87
17|25
17|72
17|32
17|97
17|49
17|98
17|37
17|23
17|82
17|44
17|76
17|91
17|55
17|67
17|69
17|16
17|51
17|26
17|83
17|89
17|95
17|12
17|46
17|56
12|29
12|54
12|22
12|79
12|26
12|98
12|46
12|62
12|51
12|69
12|32
12|75
12|65
12|73
12|49
12|16
12|55
12|25
12|47
12|67
12|57
12|89
12|72
12|82
47|83
47|44
47|77
47|86
47|95
47|28
47|92
47|52
47|17
47|45
47|56
47|91
47|76
47|81
47|87
47|15
47|14
47|37
47|97
47|36
47|85
47|27
47|23
47|63
95|46
95|72
95|56
95|69
95|75
95|51
95|25
95|97
95|89
95|98
95|26
95|79
95|49
95|91
95|12
95|67
95|23
95|82
95|65
95|32
95|16
95|55
95|73
95|57
54|77
54|52
54|17
54|45
54|62
54|28
54|85
54|83
54|44
54|76
54|63
54|37
54|14
54|27
54|22
54|87
54|86
54|81
54|36
54|95
54|47
54|92
54|29
54|15
57|14
57|15
57|44
57|86
57|92
57|47
57|28
57|76
57|29
57|85
57|36
57|54
57|22
57|77
57|87
57|63
57|81
57|83
57|65
57|62
57|52
57|17
57|27
57|45
97|16
97|55
97|32
97|22
97|75
97|69
97|89
97|46
97|25
97|72
97|73
97|49
97|79
97|57
97|98
97|82
97|26
97|65
97|12
97|91
97|67
97|51
97|62
97|54
89|72
89|81
